TimeSec,Amplitude
0,-0.03495116
9.07E-05,-0.015689866
0.000181406,-0.012292609
0.000272109,-0.005208333
0.000362812,0
0.000453515,0.013574661
0.000544218,0.032795699
0.000634921,0.052015693
0.000725624,0.085592186
0.000816327,0.128388278
0.000907029,0.139292384
0.000997732,0.186315087
0.001088435,0.217129387
0.001179138,0.264883062
0.001269841,0.32039001
0.001360544,0.379655172
0.001451247,0.425648479
0.00154195,0.472193878
0.001632653,0.531061023
0.001723356,0.616815476
0.001814059,0.675187235
0.001904762,0.62503905
0.001995465,0.623240116
0.002086168,0.636397059
0.002176871,0.624188312
0.002267574,0.561463047
0.002358277,0.5
0.00244898,0.453457857
0.002539683,0.383797054
0.002630385,0.278423773
0.002721088,0.225578231
0.002811791,0.135065414
0.002902494,0.053000305
0.002993197,-0.015182648
0.0030839,-0.133282104
0.003174603,-0.213038859
0.003265306,-0.303462709
0.003356009,-0.369395712
0.003446712,-0.415444349
0.003537415,-0.469866418
0.003628118,-0.488220621
0.003718821,-0.5
0.003809524,-0.436569387
0.003900227,-0.411437908
0.00399093,-0.333333333
0.004081633,-0.292400797
0.004172336,-0.245399799
0.004263039,-0.183941998
0.004353741,-0.154242665
0.004444444,-0.097167585
0.004535147,-0.081799933
0.00462585,-0.06147541
0.004716553,-0.035991379
0.004807256,-0.040709236
0.004897959,-0.041600577
0.004988662,-0.04823201
0.005079365,-0.052498048
0.005170068,-0.059714795
0.005260771,-0.081912217
0.005351474,-0.095864662
0.005442177,-0.115029664
0.00553288,-0.139672131
0.005623583,-0.143170732
0.005714286,-0.150740515
0.005804989,-0.16580756
0.005895692,-0.162635624
0.005986395,-0.166666667
0.006077098,-0.167948718
0.0061678,-0.164368033
0.006258503,-0.16281185
0.006349206,-0.153393665
0.006439909,-0.137027379
0.006530612,-0.142857143
0.006621315,-0.137458668
0.006712018,-0.129330944
0.006802721,-0.116172552
0.006893424,-0.10840188
0.006984127,-0.107378129
0.00707483,-0.10597148
0.007165533,-0.108848575
0.007256236,-0.098611111
0.007346939,-0.083840749
0.007437642,-0.086594692
0.007528345,-0.087867647
0.007619048,-0.100877193
0.007709751,-0.109054054
0.007800454,-0.09672619
0.007891156,-0.105263158
0.007981859,-0.113924051
0.008072562,-0.111309851
0.008163265,-0.106512605
0.008253968,-0.095246734
0.008344671,-0.1
0.008435374,-0.085522752
0.008526077,-0.086716792
0.00861678,-0.082482993
0.008707483,-0.078023539
0.008798186,-0.078234266
0.008888889,-0.073734285
0.008979592,-0.083087028
0.009070295,-0.074813433
0.009160998,-0.072478992
0.009251701,-0.06797235
0.009342404,-0.075922266
0.009433107,-0.075801052
0.00952381,-0.075288116
0.009614512,-0.075774971
0.009705215,-0.099382716
0.009795918,-0.099227257
0.009886621,-0.099242424
0.009977324,-0.104186858
0.010068027,-0.117647059
0.01015873,-0.10960961
0.010249433,-0.101401869
0.010340136,-0.099933452
0.010430839,-0.108932103
0.010521542,-0.109120386
0.010612245,-0.111805556
0.010702948,-0.116529573
0.010793651,-0.109903382
0.010884354,-0.102606952
0.010975057,-0.097936646
0.01106576,-0.099637681
0.011156463,-0.094805895
0.011247166,-0.121403509
0.011337868,-0.124343528
0.011428571,-0.143426791
0.011519274,-0.142482517
0.011609977,-0.121643836
0.01170068,-0.133333333
0.011791383,-0.13245614
0.011882086,-0.155812325
0.011972789,-0.169521967
0.012063492,-0.166666667
0.012154195,-0.166666667
0.012244898,-0.190485006
0.012335601,-0.20974077
0.012426304,-0.210591133
0.012517007,-0.257885763
0.01260771,-0.268716578
0.012698413,-0.275612194
0.012789116,-0.310344828
0.012879819,-0.346410256
0.012970522,-0.392374517
0.013061224,-0.42562592
0.013151927,-0.435514462
0.01324263,-0.424093473
0.013333333,-0.388503555
0.013424036,-0.386698809
0.013514739,-0.369954558
0.013605442,-0.305372807
0.013696145,-0.248655914
0.013786848,-0.18052538
0.013877551,-0.095238095
0.013968254,-0.028594771
0.014058957,0.005154639
0.01414966,0.057224026
0.014240363,0.091954023
0.014331066,0.138732959
0.014421769,0.209914321
0.014512472,0.282894737
0.014603175,0.35455278
0.014693878,0.476890756
0.01478458,0.587301587
0.014875283,0.668627451
0.014965986,0.720744106
0.015056689,0.732827832
0.015147392,0.768777412
0.015238095,0.791795666
0.015328798,0.766281513
0.015419501,0.723813632
0.015510204,0.712406015
0.015600907,0.639243197
0.01569161,0.580453363
0.015782313,0.52293338
0.015873016,0.50971251
0.015963719,0.473158829
0.016054422,0.408163265
0.016145125,0.347382431
0.016235828,0.30861678
0.016326531,0.265631785
0.016417234,0.235243483
0.016507937,0.190356745
0.016598639,0.140515993
0.016689342,0.139081386
0.016780045,0.116200579
0.016870748,0.069540693
0.016961451,0.04958272
0.017052154,0.027587519
0.017142857,0.019237884
0.01723356,0
0.017324263,0
0.017414966,-0.010747126
0.017505669,-0.019049347
0.017596372,-0.022721438
0.017687075,-0.027046784
0.017777778,-0.034657398
0.017868481,-0.048003072
0.017959184,-0.054424287
0.018049887,-0.05
0.01814059,-0.053489703
0.018231293,-0.064144737
0.018321995,-0.075844716
0.018412698,-0.068729334
0.018503401,-0.055699147
0.018594104,-0.068573668
0.018684807,-0.049096386
0.01877551,-0.053667435
0.018866213,-0.050125313
0.018956916,-0.050862069
0.019047619,-0.051315789
0.019138322,-0.06030303
0.019229025,-0.045941968
0.019319728,-0.031818182
0.019410431,-0.036338648
0.019501134,-0.035190918
0.019591837,-0.028629032
0.01968254,-0.027692895
0.019773243,-0.035190918
0.019863946,-0.038676236
0.019954649,-0.046536797
0.020045351,-0.033760684
0.020136054,-0.030685358
0.020226757,-0.037630983
0.02031746,-0.043055556
0.020408163,-0.032291667
0.020498866,-0.029198636
0.020589569,-0.035995683
0.020680272,-0.026334026
0.020770975,-0.026315789
0.020861678,-0.018543956
0.020952381,-0.020802219
0.021043084,-0.005952381
0.021133787,0
0.02122449,0
0.021315193,0
0.021405896,0.004672897
0.021496599,0
0.021587302,0.015772479
0.021678005,0.026491228
0.021768707,0.024695122
0.02185941,0.034785239
0.021950113,0.020833333
0.022040816,0
0.022131519,0
0.022222222,0
0.022312925,0
0.022403628,0
0.022494331,0
0.022585034,0
